url,duration,label
http://www.currysleather.com/,240,0
http://www.mcfc.co.uk/,309,0
https://whatsapp.blazagency.com/99e665748bd5bf84e697ae5e154f1baa/,12,1
https://pwcs-co.cf/?login=do,-1,1
https://messagerie-llebon-coins.com/,12,1
http://www.mclink.it/assoc/isp/fineng.html,266,0
https://nervousstudentllama.tumblr.com/ARU?id=/Amail3bef69ff484881f9d588a4d4a3026b61Asmail,204,1
http://royalmail.reschedule-missed-parcel.com/,12,1
http://www.britishtea.com/,288,0
http://www.mon-photo.com/,204,0
http://monthly-o2-paymentsupport.com/,12,1
https://oqskjhpgpczegrzqtsfuvyxcul-dot-gle39404049.rj.r.appspot.com/,204,1
http://www.pencildude.com/,252,0
https://greennepal.org/Tax%20Returns%20review/index.php?mail=foo@example.com,60,1
http://rni.nic.in/,204,0
https://httpsloginorangefr60.yolasite.com/,156,1
https://www.o2.solution-verify.com/Login/index?id=e2ab64dd2fe207eb602a612482b3c06ee2ab64dd2fe207eb602a612482b3c06e&amp;session=e2ab64dd2fe207eb602a612482b3c06ee2ab64dd2fe207eb602a612482b3c06e,12,1
http://www.instagram.vintweb.ir/login.html,-1,1
http://www.soccerbase.com/teams/team.sd?team_id=1724,276,0
http://www.plantlife.net/,276,0
http://www.isis.org/,324,0
http://savoyfoods.com/,184,0
http://www.perlier.com/,252,0
https://aagiineqxbcmnkdnceowacqnpi-dot-gle39404049.rj.r.appspot.com/#andy.coles@aviva.com,204,1
https://myaib-account.com/Login.php,12,1
https://plpg.com.au/access/wells/wells.htm,-1,1
http://www.bmsbusinesscentre.com/,228,0
http://www.woodenwinebox.co.uk/,240,0
http://www.gameconfig.co.uk/,216,0
http://www.americanlibraryinparis.org/,252,0
http://www.bruceclay.com/searchenginechart.pdf,300,0
http://www.careersbychoice.com/,241,0
http://arxiv.org/,372,0
http://www.soygold.com/,336,0
http://lockhartchisholmtrailbbq.com/,72,0
http://dbs.vote-friend.com/sg?ref=anything,12,1
http://aromatic.webenliven.in/wp-admin/css/trust/sun/cd.php?_christophin=login_submit&id=,48,1
http://agnix.sourceforge.net/,300,0
http://www.mercedes-benz.com/,420,0
http://royalmail.redeliver-missed-parcel.com/,12,1
http://www.marltoncoffee.com/,192,0
