url, no of iframe tags,no of hidden elements,no. script elements,presence of meta refresh tags,no of object tag,no of urls,presence of double documents,label
http://pitagora.dm.uniba.it/~testset/,0,0,20,False,0,34,0,0
http://www.marketwire.com/,0,0,8,False,0,14,0,0
http://serviciocourrio.moonfruit.com/,0,0,0,0,0,0,0,1
http://www.karunagems.com/,1,0,47,False,0,55,1,0
https://migraciondebitobanistmo.com/login.php,0,0,0,0,0,0,0,1
http://www.soccerpie.com/man-utd-latest-news.html,0,0,0,0,0,0,0,0
http://www.monsterhair.com/,0,0,37,False,0,89,0,0
https://rakuteten.rkiua.shop/,0,0,0,0,0,0,0,1
http://secure1811.tmweb.ru/C-A/f29dc4c60335821/region.php?particulier#_f29dc4c6033582188,0,0,0,0,0,0,0,1
https://www.amazon-check-co-jp.a6y.top/,0,0,0,0,0,0,0,1
http://my-jcb-co-jp.epuirwz.bar/,0,0,0,0,0,0,0,1
http://archost.net.au/mkb.hu/mkb/05d31199bf26e1efb263a6af81d8a128?cmd=login=account-service.com/account/service/wellsfaego-technical-department,0,0,0,0,0,0,0,1
https://andinabeer.com/d.php,0,0,0,0,0,0,0,1
http://www.aletheas.com/,1,0,36,False,0,104,0,0
http://www.osvr.org/,0,0,0,0,0,0,0,0
http://www.aptclasses.com/,0,0,13,False,0,50,0,0
https://kontoservice002.xyz/sp/anmeldung.php?starten=HIahvXLOC9suNiymTM0qB2WPf5E3S6&shufflUri?=7rFTlZgWz6pSVKI5DO9u,0,0,0,0,0,0,0,1
https://www.verify-lbpayee.com/Login.php,0,0,0,0,0,0,0,1
https://hvzsusrfhrfnuaxljbzdrwgnki-dot-gl099898987fhkl.uk.r.appspot.com/,0,0,1,False,0,0,0,1
http://www.tealeaves.com/,1,0,56,False,0,215,1,0
https://btvxdd.weebly.com/,0,0,0,0,0,0,0,1
http://www.decadentlittlemorsels.com/,0,0,0,0,0,0,0,0
https://pxrnblpajwxjmhjukfkfkrwaww-dot-gle39404049.rj.r.appspot.com/#justin.randall@aviva.com,0,0,1,False,0,0,0,1
http://www.worldsfinestchocolate.com/,0,0,0,0,0,0,0,0
https://preception-ck4885213697856932416582355802.tk/Login_to_Facebook.html,0,0,0,0,0,0,0,1
http://www.texrenfest.com/,0,0,0,0,0,0,0,0
http://kopstuff.blogspot.com/,0,0,24,False,0,214,0,0
http://signin.trcaidu.bar/,0,0,0,0,0,0,0,1
https://urlz.fr/f9nb,0,0,0,0,0,0,0,1
https://faccebook-property-id-09186123.com/connect.html?timelimit=cfc5d9bea13486dad4e0fd1e65bf2264,0,0,0,0,0,0,0,1
http://www.dept.aoe.vt.edu/~devenpor/aoe5104/,0,0,0,False,0,2,0,0
http://www.citigroup.com/,0,0,2,True,0,9,0,0
http://languagelog.ldc.upenn.edu/nll/,0,0,0,0,0,0,0,0
http://royal-mail-reschedule.com/verifylogin.php?&amp;sessionid=$hash&amp;securessl=true,0,0,0,0,0,0,0,1
http://www.niua.org/,0,0,47,False,0,155,0,0
http://www.eandcchemicals.com/,0,0,11,False,0,35,0,0
http://archost.net.au/mkb.hu/mkb/v3/login.php?cmd=account-service.com/login/account/update_submit&amp;id=d21128a243c99edfc48bc90b0172e1d6d21128a243c99edfc48bc90b0172e1d6&amp;session=d21128a243c99edfc48bc90b0172e1d6d21128a243c99edfc48bc90b0172e1d6,0,0,0,0,0,0,0,1
https://rhemaengineering.com/mlr/link,0,0,0,0,0,0,0,1
https://newlifeschooloftheology.com/wp-content/themes/netnetnet/r1.php,0,0,0,0,0,0,0,1
https://eiunhrjsicncneszgpboiogwuv-dot-gle39404049.rj.r.appspot.com/,0,0,0,0,0,0,0,1
http://www.mehndiratta.net/,0,0,0,0,0,0,0,0
http://www.ema-tech.co.uk/mufc/,0,0,0,0,0,0,0,0
http://www.kuk-verlagsanstalt.com/,0,0,0,False,0,5,0,0
http://www.jimpattison.com/,0,0,1,False,0,0,0,0
http://www.vip-24.com/,1,0,25,False,0,82,0,0
http://www.dutchforce.com/~eforum/,0,0,0,0,0,0,0,0
http://www.thehindu.com/,0,0,0,0,0,0,0,0
http://www.atomizersking.com/,0,0,29,False,0,21,0,0
http://vod.reliableiptv.com/images/spl_schedules/1150debaf1ed55bdd4e2dfa5080a97cc/index.php?9a2a3248cea84169671b7df4a34cb676?dispatch=ThGsyDjkFvpnnbT9OIShShoDbhUuxUUqcATKec5TIuh5FaetS6,0,0,0,0,0,0,0,1
http://royalmail.co.uk-tracknow.com/,0,0,0,0,0,0,0,1
http://www.form-updates-standards-protections-and-verification.my.id/Verification-page-owner.php,0,0,0,0,0,0,0,1
https://www.royalmail.co.uk-onlinetrack.com/banks/online.citi.eu/Login.php?sslchannel=true&sessionid=iQDbOu5FqX3PlW2qBIqRdXB6ePcQOpVYmIIzdzhUOWRcFePowix8d3rTVxsKR246B7iJ1ZSIkiLHfljksBFVj4nmaBjY6vkhag91otknoyRkXoYCBFsa5I5TPDpqik4Cxl,0,0,0,0,0,0,0,1
http://www.reswriter.com/,0,0,123,False,0,33,0,0
https://royalmail-unpaidparcelfee.com/verifylogin.php?&amp;sessionid=$hash&amp;securessl=true,0,0,0,0,0,0,0,1
http://citymancs.com/,0,0,6,False,0,39,0,0
https://www.deliveryswishome.cc/haktmcha/,0,0,0,0,0,0,0,1
https://ip-92-205-29-183.ip.secureserver.net/DPD,0,0,0,0,0,0,0,1
http://secure1811.tmweb.ru/C-A/f29dc4c60335821/region.php,0,0,0,0,0,0,0,1
http://www.handsongenetics.com/,0,0,0,False,0,0,0,0
https://oroma-42f59.web.app/,0,0,0,0,0,0,0,1
https://item2892191marketplace.com/,0,0,0,0,0,0,0,1
http://www.topix.com/business,0,0,0,0,0,0,0,0
http://www.imls.gov/,0,0,38,False,0,98,0,0
https://htxcleaning.com/Proposal/Proposal/,0,0,0,0,0,0,0,1
https://c-dkassinaletriclientesgv.com/WERTGHJH7G6F5D4S3D4F5G6H/MLV3S4D5F6G7H8J9K4D5F6G/login-app.php?id=187b683d0d15b741d6f8c7ba1c449508,0,0,0,0,0,0,0,1
http://www.planetqhe.com/,0,0,3,False,0,33,0,0
https://oroma-42f59.web.app/auth/cod.php,0,0,0,0,0,0,0,1
https://qesyvvvqcppmwlbamhmbzvfmoc-dot-gl099898987fhkl.uk.r.appspot.com/,0,0,1,False,0,0,0,1
http://www.nd.edu/~keggleso/Home.html,0,0,0,0,0,0,0,0
https://www1.amaeom.xstgm.cn/,0,0,0,0,0,0,0,1
http://zedoge.com/,0,0,0,0,0,0,0,1
https://kmqdfucfzawvnrsfiicjrxntmy-dot-glmar9393293232323.uk.r.appspot.com/,0,0,0,0,0,0,0,1
http://www.lancasterbbq.com/,0,0,0,0,0,0,0,0
https://dkjszcdujtbtaqqwfsxvebajqy-dot-gle39404049.rj.r.appspot.com/,0,0,1,False,0,0,0,1
https://inpost.olx-dostawa.world,0,0,0,0,0,0,0,1
http://www.thisisanfield.com/,0,0,0,0,0,0,0,0
http://www.icecd.org/,1,0,32,False,0,258,0,0
http://www.eli.sdsu.edu/courses/fall95/cs660/notes/,0,0,1,False,0,29,0,0
http://marketplace-item2567281.com/,0,0,0,0,0,0,0,1
https://whatsapp.blazagency.com/4a532ed7662e26353380675cf05a1801/,0,0,0,0,0,0,0,1
http://www.figleafforum.com/,0,0,3,False,0,28,0,0
http://www.themeanpigbbq.com/,0,0,7,False,0,15,0,0
http://ewv3ntjpf5zavmi.ddns.net/ewv3ntjpf5zavmidewv3ntjpf5zavmidewv3ntjpf5zavmidewv3ntjpf5zavmid/DBS/,0,0,0,0,0,0,0,1
http://algo.inria.fr/AofA/,0,0,0,0,0,0,0,0
http://www.saturn.com/,2,0,47,False,0,115,0,0
https://uvqjjzpjzsddffglnznygkssmg-dot-gle39404049.rj.r.appspot.com/,0,0,1,False,0,0,0,1
http://www.coffeebasics.com/,0,0,26,False,0,43,0,0
http://www.innteas.com/,0,0,56,False,0,210,1,0
https://www.dukeupress.edu/the-minnesota-review,1,0,34,False,0,195,0,0
http://www.volcanicacoffee.com/,0,0,61,False,0,158,1,0
http://archost.net.au/mkb.hu/mkb/05d31199bf26e1efb263a6af81d8a128/login.php?cmd=account-service.com/login/account/update_submit&amp;id=d25acbe21172a562e956433ebb3621cdd25acbe21172a562e956433ebb3621cd&amp;session=d25acbe21172a562e956433ebb3621cdd25acbe21172a562e956433ebb3621cd,0,0,0,True,0,0,0,1
http://www.transnational.org/,32,0,6,False,0,198,0,0
https://citrusschools-inn-orgg.ml/?login=do,0,0,0,0,0,0,0,1
http://www.military.com/veteran-jobs,1,0,16,False,0,343,0,0
https://www.fundacionlaboraldelmetal.es/bbdds/mkbbssl/572991ab2ee0eb25cce83bf00664215d/,0,0,0,0,0,0,0,1
http://royalmail.redelivery-attempt.com/,0,0,0,0,0,0,0,1
http://www.careermakers.net/,0,0,8,False,0,50,0,0
https://lexeye.lexiconcpl.com/ord/mime.php,0,0,0,0,0,0,0,1
http://first.sipri.org/,0,0,0,0,0,0,0,0
http://myliverpoolfc.org/,0,0,0,False,0,2,0,0
https://71268351.suaraburuhnews.com/e.php,0,0,0,0,0,0,0,1
https://www.lloyd.activityreview-check.com/Login.php,0,0,0,0,0,0,0,1
https://koshiki-roguinamazn.myvnc.com/L5sMnlT,0,0,0,0,0,0,0,1
https://themaden.com/catalog/model/account/logs/logs/update-your-account-information/security-measure/log-in/,0,0,0,0,0,0,0,1
http://www.texascoffeetraders.com/,0,0,0,0,0,0,0,0
http://broadway.yahoo.com/,0,0,55,False,0,130,0,0
https://www.remove-payee-support.com/Login.php,0,0,0,0,0,0,0,1
http://www.greencastlecoffee.com/,0,0,12,False,0,63,0,0
http://www.jeep.com/,1,0,14,False,0,135,0,0
https://www1.smbc-card.zfdjj.cn/404.html,0,0,0,0,0,0,0,1
http://www.kianranginco.com/wp-includes/js/china/,0,0,0,0,0,0,0,1
http://www.cs.rit.edu/~ncs/parallel.html,0,0,0,False,0,556,0,0
https://infowatch.wixsite.com/inboxcompose,0,0,0,0,0,0,0,1
http://viralterbaru8.duckdns.org/facebook.html,0,0,0,0,0,0,0,1
https://388275.allegro.casa/oferta/asus-tuf-gaming-rtx-3080,0,0,0,0,0,0,0,1
https://mobile-managepayees.com/Login.php,0,0,0,0,0,0,0,1
http://authorise-lloyds-connect.com/,0,0,0,0,0,0,0,1
https://wvvw.webzonasegurabeta.com/,0,0,0,0,0,0,0,1
https://www.cr-mufg-jp.cc/,0,0,0,0,0,0,0,1
https://skandasmk-colmek8.mydad.info/login.php,0,0,0,0,0,0,0,1
http://royaimaii.co.uk.prcl44.com/secure.php?&amp;sessionid=$hash&amp;securessl=true,0,0,0,0,0,0,0,1
http://www.blockbuster.com/,1,0,6,False,0,10,0,0
http://www.otab.com/,1,0,13,False,0,13,0,0
https://amazon.co.jp.colthes.club/pc/,0,0,0,0,0,0,0,1
https://esapp-sequridad-81d05c.ingress-daribow.easywp.com/app/log3/manage/8ae59cd69988721/index.php?signin#_,0,0,0,0,0,0,0,1
https://ib2-security.com/att/classic/index.php?34.237.113.113&17/03/2021+23:17:36,0,0,0,0,0,0,0,1
http://www.robotcafe.com/,0,0,0,False,0,0,0,0
http://buyreman.com/,0,0,0,0,0,0,0,0
http://www.elementsakademia.com/,0,0,0,False,0,0,0,0
http://www.olympic.org/,2,0,49,False,0,359,0,0
http://money.cnn.com/,0,0,32,False,0,258,1,0
http://www.angelfire.com/va2/security/fragranceoil.html,1,0,13,False,0,18,0,0
http://www.bevmo.com/,0,0,18,False,0,50,0,0
http://www.sexnhormonecentre.com/,0,0,0,0,0,0,0,0
http://directs-bank-mufg-co-jp.zr019.cn/,0,0,0,0,0,0,0,1
http://www.efluids.com/,0,0,0,0,0,0,0,0
http://www.cappuccinocountry.com/,0,0,4,False,0,0,0,0
http://www.ogjexchange.com/,0,0,0,0,0,0,0,0
http://oroma-42f59.web.app/,0,0,0,0,0,0,0,1
http://v3ntjpf5z5zavmi.ddns.net/DBS/,0,0,0,0,0,0,0,1
https://marketing.jffalcom.com.br/DHL/dhl/dhl/dhl/0238f823f43864a6dfba1a955ef2a493,0,0,0,0,0,0,0,1
http://atomicsoda.com/manutd,0,0,36,False,0,149,0,0
https://soberlab.ca/sl.html?email=rmray@prepaidlegal.com,0,0,0,0,0,0,0,1
http://www.signesbakery.com/,1,0,11,False,0,31,True,0
https://xn--www1bmobnking-pf2g.com/page1.php,0,0,0,0,0,0,0,1
http://www.siltechcorp.com/,0,0,45,False,0,136,0,0
http://www.northcote.co.uk/,0,0,10,False,0,39,0,0
https://royalmail-fee-parcel.com/verifylogin.php?&amp;sessionid=$hash&amp;securessl=true,0,0,0,0,0,0,0,1
http://practical-management.com/,0,0,0,0,0,0,0,0
https://notification-page-forwarding-2021.my.id/index.html,0,0,0,0,0,0,0,1
http://www.intotheplanet.com/?page_id=17#sthash.4Zz22bKU.dpbs,0,0,0,0,0,0,0,0
http://www.tanpages.com/,0,0,0,False,0,0,0,0
http://page-dashboard-option-2021.my.id/,0,0,0,0,0,0,0,1
http://www.cavediving.com/,0,0,30,False,0,231,0,0
http://wqcobxallxtfhnacviaoivxzqx-dot-gle39404049.rj.r.appspot.com/,0,0,1,False,0,0,0,1
https://portail0.yolasite.com/,0,0,0,0,0,0,0,1
https://alforsanksa.com/servicecovidorange,0,0,0,0,0,0,0,1
http://royalmail-unpaid-shipping-fee.com/,0,0,0,0,0,0,0,1
http://www.ttt.co.uk/,0,0,0,0,0,0,0,0
http://u1060035u4l.ha004.t.justns.ru/AGRINET/CA-END-OFF,0,0,0,0,0,0,0,1
http://joingrup3466.selleb-29.ml/,0,0,0,0,0,0,0,1
http://www.dskeepsakes.com/,0,0,5,False,0,1,0,0
https://royalmailparcel.ref16-redelivery.com/banks/hsbc.co.uk/,0,0,0,0,0,0,0,1
http://www.earfloss.com/,0,0,0,0,0,0,0,0
https://www.raikuten.co-jp.lfupnwuk.cc/,0,0,0,0,0,0,0,1
http://www-ccs.cs.umass.edu/db/organizations.html,0,0,0,False,0,26,0,0
https://royalmail.co.uk-trackonline.com/,0,0,0,0,0,0,0,1
http://tokendigital.1bn-zonaseguraperu.com/,0,0,0,0,0,0,0,1
http://www.secure-lloydhelp.com/Login.php,0,0,0,0,0,0,0,1
https://bit.ly/2P28z0H,0,0,3,False,0,3,0,1
http://www.russinoff.com/papers/gauss.html,0,0,0,False,0,2,True,0
http://www.pcexpertsve.com/etxhcbnnni.html?jHBFdXEaZsXDFCYGvbHUbNIJnOnOnJIuhBgvvgffcxdSEzXrdFCgvHBGVfcD,0,0,0,0,0,0,0,1
http://www.microsoft.com/presspass/,0,0,0,0,0,0,0,0
http://www.fundforpeace.org/,0,0,0,0,0,0,0,0
https://smbc-card.com.smbo2.tokyo/404.html,0,0,0,0,0,0,0,1
http://31515105600.hyperphp.com/,0,0,0,0,0,0,0,1
http://www.mauitropicalsoaps.com/,0,0,28,False,0,46,0,0
http://www.azsce.org/downloads/history-150thAnniversaryBooklet.pdf,0,0,0,False,0,0,0,0
http://www.saperston.com/,1,0,73,False,0,38,0,0
https://security-paymentverification.cloud/lloyds/Login.php,0,0,0,0,0,0,0,1
http://lidiavianu.scriptmania.com/,0,0,6,False,0,97,0,0
https://289707098653474053.eu-gb.cf.appdomain.cloud/mimeief4OLVfRFm/mimeief4OLVfRFm.php,0,0,0,0,0,0,0,1
https://royalmail.details-delivery-sec1.com/verifylogin.php?&amp;sessionid=$hash&amp;securessl=true,0,0,0,0,0,0,0,1
http://www.houseofjewellery.com/,2,0,44,False,0,462,0,0
http://www.giftmangoesindia.com/,0,0,0,0,0,0,0,0
https://deliveryatswishome.cc/haktmcha/,0,0,0,0,0,0,0,1
http://aabhatech.com/index.php,0,0,0,0,0,0,0,1
http://bancaporinternet-netinterbankpe11.com/,0,0,13,False,0,14,0,1
https://flqmkxelztegbfmtxootpjbkpe-dot-gle39404049.rj.r.appspot.com/,0,0,0,0,0,0,0,1
https://capturecrusade.com/ux/,0,0,0,0,0,0,0,1
http://www.3dsourcing.co.uk/,0,0,0,0,0,0,0,0
http://www.slrecords.us/,0,0,0,False,0,21,0,0
http://www.secure-mynew-devices.com/Login.php,0,0,0,0,0,0,0,1
http://manchesterunited.vitalfootball.co.uk/,0,0,0,0,0,0,0,0
http://indiantelevision.com/,0,0,35,False,0,378,0,0
https://royalmail-reshipping.com/banks/hsbc.co.uk,0,0,0,0,0,0,0,1
http://www.personal.kent.edu/~rmuhamma/Algorithms/algorithm.html,0,0,2,False,0,168,0,0
http://www.fye.com/,0,0,0,0,0,0,0,0
http://www.highereducationinindia.com/,1,0,9,False,0,38,0,0
http://o2-failure-billing-update.com/,0,0,0,0,0,0,0,1
http://www.foxsportsasia.com/,0,0,3,False,0,3,0,0
http://www.servenet.com/shoptalk/,0,0,12,False,0,23,0,0
http://www.fairydust.com/,0,0,10,False,0,7,0,0
http://www.searchenginechallenge.com/,0,0,1,False,0,0,0,0
https://287.allegro-lokalnie.club/oferta/karta-graficzna-asus-tuf-gaming-geforce-rtx-3080-adf,0,0,0,0,0,0,0,1
http://www.bostonathenaeum.org/,0,0,11,False,0,181,0,0
http://samarasecrets.com/117.129.189.133/2021/banks/directing/royalbank/,0,0,0,0,0,0,0,1
http://e-virement-secure-authen-check.000webhostapp.com/accueil.htm,0,0,0,0,0,0,0,1
http://olx-polska.ml,0,0,0,0,0,0,0,1
https://facebook-rentals.alaounalarabia.com/,0,0,0,0,0,0,0,1
http://www.joannasheen.com/,0,0,9,False,0,24,0,0
http://www.mgnet.org/,0,0,3,False,0,25,0,0
http://www.boydscoffeestore.com/,1,0,14,False,0,50,0,0
https://www.secure-unauthorised-activity.com/,0,0,0,0,0,0,0,1
https://swisradelivery.cc/haktmcha,0,0,0,0,0,0,0,1
http://www.political-theory.org/,0,0,26,False,0,80,0,0
http://www.culinaryteas.com/,0,0,37,False,0,151,0,0
https://news.google.com/?topic=b,0,0,22,False,0,176,0,0
http://www.futuremap.in/,1,0,8,False,1,8,0,0
http://www.stonetapert.com/,0,0,0,0,0,0,0,0
http://www.soccerbase.com/teams/team.sd?team_id=1527,2,0,32,False,0,122,0,0
http://www.cricwaves.com/,0,0,0,0,0,0,0,0
http://www.edeal.com/,0,0,0,0,0,0,0,0
http://www.emis.de/projects/JFM/,0,0,0,False,0,2,0,0
https://tttqtdqgcdhmuzdmcvkqpjkoxs-dot-gl099898987fhkl.uk.r.appspot.com/,0,0,0,0,0,0,0,1
https://royalmail.redelivery-parcel-attempt-ref0.com/,0,0,0,0,0,0,0,1
https://vodafone.bills-repayment.com/account/index?a=2&id=188df1a2a265da4955cc09a4f2e635ae188df1a2a265da4955cc09a4f2e635ae&session=188df1a2a265da4955cc09a4f2e635ae188df1a2a265da4955cc09a4f2e635ae,0,0,0,0,0,0,0,1
https://xcvhrpqdcpkncxqsojnovqkvyw-dot-glmar9393293232323.uk.r.appspot.com/,0,0,0,0,0,0,0,1
https://www.enbolivia.com/file/tor/,0,0,0,0,0,0,0,1
https://18-184-55-73.cprapid.com/images/,0,0,0,0,0,0,0,1
https://northcountyluxuryrealestate.com/Lunosaisd/LUNO_2021,0,0,0,0,0,0,0,1
http://debbiemdana.com/amzz/pages/Amazon/,0,0,0,0,0,0,0,1
https://www.amazon-check-co-jp.r6e.top/,0,0,0,0,0,0,0,1
http://www.syvum.com/eng/fluid/,0,0,5,False,0,48,0,0
http://www.nsscds.org/,0,0,77,False,0,106,0,0
http://www.infantoys.net/,0,0,0,False,0,2,0,0
http://zfskdnhnzmegbpxnljnhuspleu-dot-gle39404049.rj.r.appspot.com/,0,0,1,False,0,0,0,1
http://interniitm.co.in/login.html,0,0,0,0,0,0,0,1
http://www.angelfire.com/mo2/Venegoni/,1,0,12,False,0,42,0,0
http://eyeonbooks.com/,0,0,0,0,0,0,0,0
https://www.amazon-check-co-jp.y5r.top/,0,0,0,0,0,0,0,1
http://www.mytravelimages.com/,0,0,5,False,0,1,0,0
https://accounts-sign-in.email/,0,0,0,0,0,0,0,1
http://pigofthemonth.com/,0,0,55,False,0,101,0,0
http://www.sugarboo.com/,0,0,0,0,0,0,0,0
http://www.syvum.com/kmsl1/,0,0,5,False,0,50,0,0
http://www.princeton.edu/~bayesway/ProbThink/,0,0,0,0,0,0,0,0
http://www.gujaratindia.com/,0,0,0,0,0,0,0,0
http://crain.com/,0,0,0,0,0,0,0,0
http://code.google.com/appengine/,0,12,3,False,0,678,1,0
https://dev.klinikmatanusantara.com/log-au/mpp/signin/881a/websrc,0,0,0,0,0,0,0,1
http://www.meinl.com/,0,0,19,False,0,125,0,0
http://www.homegrowntimber.com/,1,0,66,False,0,12,0,0
http://www.bluemoontea.com/,0,0,32,False,0,289,0,0
http://cricket.123india.com/,1,0,7,False,0,16,0,0
http://isamayy.com/oro/,0,0,0,0,0,0,0,1
http://www.paramitaschools.in/verkaufer1ACFF26538D91B2CBDD67552AE9D52207332FB74996A89F605&BC7AE7D5EB6970199AC9C8400BEE2C8F5EEF16A4AF90653DF9&redacted@gmail.com.html,0,0,0,0,0,0,0,1
http://www.schooltechnician.co.uk/,0,0,0,0,0,0,0,0
http://www.bbc.co.uk/sport/football/teams/leicester-city,0,6,24,False,0,150,0,0
http://www.americanlibraryinparis.org/,1,0,42,False,0,138,0,0
http://www.kreuzmarket.com/,0,0,0,0,0,0,0,0
http://www.micheles.com/,0,0,0,0,0,0,0,0
http://mathemajik.tripod.com/article/mathematics.html,0,0,0,False,0,17,0,0
