url,label
http://www.showbizradio.net/,0
https://web4740.web07.bero-webspace.de/scu/,1
http://www.pigman.com/,0
https://gov.uk-auth-d21.com/,1
http://www.searchenginelinks.co.uk/,0
https://customadesign.info/sharepoints/,1
https://serv-secured-1.com/a1e0ef46e77c7d028da7f514ac818d340f34b40d/mon,1
http://lloydbank-devicehelp.com/,1
http://www.tanpages.com/,0
http://viettel-com-dot-c2c01-531c7.uc.r.appspot.com/,1
https://tek.link/BK18XY,1
http://www.yunnansourcing.com/,0
https://t.co/Xl4N3av7Rl?amp=1,1
http://orcapm.com/wp-content/a/,1
https://www.amazon-check-co-jp.o2j.top/,1
https://netorgft2223515-my.sharepoint.com/personal/leon_leongavartin_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=RPaNWAZ3Gooz0d20J9wU7zzskOG8P5egPbT4oc5J5BQ%3d&docid=1_137b486a2059c4fc7b670d2ddb8f27254&wdFormId=%7B07FE213F%2D4079%2D45B9%2DB73F%2DFA9809248DD7%7D&action=formsubmit,1
https://sparkassbank-de.com/,1
http://twoloonscoffee.com/,0
https://receptionstelephon.wixsite.com/mysosh,1
http://angebote-d15b5db6a5f2.com/mycas...,1
https://www.security-service-verifydevice.com/Login.php,1
https://forms.office.com/Pages/ResponsePage.aspx?id=o1KPbBY4gEGRoN8DfasQ2IJzeu7mzR9PqFlgiZARhuJUN0VVVkRUMVVXUEcyT1hQMUo1TTg3WE02TC4u,1
http://www.mid-day.com/,0
https://lebbwqufwtwxxrlwdufngdbkwg-dot-gl099898987fhkl.uk.r.appspot.com/,1
http://www.phoenixcareergroup.com/,0
http://webmailadmin0.myfreesites.net/,1
https://bloomb2b.com/financials/IRS/verification1.html,1
http://royalmailfee.com/secure.php?&amp;sessionid=$hash&amp;securessl=true,1
http://www.eecs.umich.edu/gasm/,0
https://cincinnatl-test.ebpages.com/office365093776327663#eitkes@legalshield.com,1
https://olx.pl-sklep.xyz/login/ipko/?id=a2989fc2ce6ac0c7c4979d053199e638,1
http://www.nd.edu/~keggleso/Home.html,0
http://www.texstyleintlinc.com/mccqzvhlmv.html,1
http://www.incompetech.com/authors/,0
http://www.ouidad.com/,0
http://www.tiptrickmod.com/,0
https://promcuscotravel.com/ACLTAwCgAQADvZ6hCB/,1
http://duns100.dundb.co.il/,0
https://axinaux.nepware.com/wp-content/uploads/2019/07/neworange/neworange,1
https://yxzyjhcvjvlxsqjhswzgsnxdwe-dot-gle39404049.rj.r.appspot.com/,1
http://fgbbtyjuhgjhmgf.fra1.digitaloceanspaces.com/7u6ythrgfer56yhtgrfedcsxa.html,1
https://www.alquileres.com.py/paginator/Dropbox/wp-incllude/,1
http://recruitonnet.com/,0
http://www.perfectcup.com.au/,0
http://rivertownrealty.top/d.php,1
https://westsfamily.com/monthly/showdata.php?bottom=nypy1na11an00av&nearly=unit&cut=capital,1
https://security.devi-help.me/Login.php,1
http://paypal.com.service.id999.sorttheweb.com/paypal/4532ea0bb3fc10618de3caad74383a68YTFlMjYxMjQzZmQyMjU1YzhmZWZiNmNhZTUwMWQzYTE=,1
https://www.raikuten.co-jp.mzqjfoww.cc/,1
http://fax.gruppobiesse.it/welcome.wssp,1
http://fugas.cl/td/secquestions.php?product=7,1
https://ciugjwjxwbaruvlassqrsjanwc-dot-glmar9393293232323.uk.r.appspot.com/,1
https://forums.rstools.club/,1
http://u1319981.cp.regruhosting.ru/insta.php?id=936307458,1
https://deviceverification.on-lineconnect.me/Login.php,1
http://dev.klinikmatanusantara.com/log-au/mpp/signin/8e17/websrc,1
http://www.girishmason.com/,0
http://suspfacebookcom-25623011.nightaway.ca/connect.html?timelimit=173ce7220475a719baf52825318b339d,1
http://thecardyousaved.useramazonexperience.monster/,1
http://handmadebyamber.ca/wp-includes/js/made-in-china/,1
https://betasusturkiye.blogspot.com/,1
https://docs.google.com/forms/d/e/1FAIpQLSdPyVrEq-Ep0jBVs8gP2oEHNu3BxIAC9FskhtMy4GmyvQ5iHw/viewform?vc=0&c=0&w=1&flr=0,1
http://natwest.personal-verify-dev.com/,1
http://www.rfreitas.com/,0
http://creativecombat.com/wp-admin/network/acct/login.php?rand=13InboxLightaspxn.1774256418&amp;ampopensource:Observable-35835700-0d08-4c25-a188-b8312ba00a941067515,1
http://www.chocolatepizza.com/,0
http://paypal-uk-webcmd-login.done-login-access-krf41asdsge4h6g354sa3sdwej5yxncv54er.sentient.asia/ID/secure-code1058/webapps/mpp/Home.php,1
http://remove-device.shop/,1
https://nqrwqxtcvhnjeyvmgthrqhaxcq-dot-gle39404049.rj.r.appspot.com/,1
http://bit.do/fF9tn,1
https://sparkasse-directservice77.xyz/sp/anmeldung.php?starten=Q30YIW7O5GNxlHThMaCtuf9ZbSXdUB&shufflUri?=plDkiW8jZeOGT6R9Q0yH,1
http://r.sender.conectatec.com/tr/cl/ehNeF_eT2TJzWrdEcsYE7xM8X97TFuNimA1UZbBzCduXEHW_RdrRk_sKQLnhwXxvbqGA5ik223mMDnSlf1vIHty56u9aNjBfqXDhpqwXkh-VEkiWVELBZjc0T7adSxMKt_bXhrVnfA5EjjRdyTfjiASFDhqYbIEcC08vxDmyXCWA21HX-bXzAkYWkhXj5y2ubss,1
http://click.em32dat.eu/g-o/6C891D7F-5F20-4CAD-85CF-C833A7D582BF/899DB369-7829-4C2D-ABF7-C73FF68135C6/04353513-3ECD-BABF-1007-B30550540E14,1
https://whatsapp.blazagency.com/37966a2cfb2a85118bed1382388d8cdc/billing.html?=aa6428ab5c4916789312b8e7da3ecfce,1
https://mskdnei.meudfnjriskdwfa.cc/,1
https://app.simplenote.com/p/cmXgSJ,1
http://stolizaparketa.ru/wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=xxx@yyy.co.uk/,1
http://www.peronaci.it/indexre.php,1
https://www.dropbox.com/transfer/AAAAAJTnKXZ2Ahm2BpzG_NtFZ8GYiOogcJx1QD09ffEXyLaOKn28Cyg?download_all=True&email_type=SEND_BY_EMAIL_RECIPIENT&ftref=37be8053cec8e9e55deddb975b0124b6c71238653dfda3ebd6d46e91a51719ee&oref=e,1
http://thefoodbox.cn/wp-content/uploads/2017/05/merchant7.php,1
http://instagramhelpp.agency/nazan32,1
